component_index,nodes,edges,is_dag,longest_simple_path_if_dag,condensation_longest_path_hops,condensation_longest_path_nodes,directed_diameter,avg_shortest_path_est,pairs_considered,method,comp_time_sec
354,5,4,True,1,1,2,1,0.4444444444444444,9,exact_parallel,0.0089
355,5,5,True,2,2,3,2,0.6363636363636364,11,exact_parallel,0.0085
356,5,7,True,2,2,3,1,0.5833333333333334,12,exact_parallel,0.0095
357,5,4,True,1,1,2,1,0.4444444444444444,9,exact_parallel,0.0093
358,5,7,True,3,3,4,1,0.5833333333333334,12,exact_parallel,0.01
359,5,4,True,2,2,3,2,0.7272727272727273,11,exact_parallel,0.0237
360,5,5,True,1,1,2,1,0.5,10,exact_parallel,0.0119
361,4,4,True,2,2,3,2,0.6666666666666666,9,exact_parallel,0.0153
362,4,5,True,2,2,3,1,0.5555555555555556,9,exact_parallel,0.0106
363,4,3,True,2,2,3,2,0.625,8,exact_parallel,0.0074
364,4,4,True,3,3,4,2,0.8,10,exact_parallel,0.0068
365,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0082
366,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0077
367,4,4,True,3,3,4,2,0.8,10,exact_parallel,0.0076
368,4,4,True,2,2,3,1,0.5,8,exact_parallel,0.0073
369,4,3,True,2,2,3,2,0.625,8,exact_parallel,0.0075
370,4,5,True,3,3,4,2,0.7,10,exact_parallel,0.0068
371,4,3,True,2,2,3,2,0.625,8,exact_parallel,0.0067
372,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0068
373,4,5,True,2,2,3,1,0.5555555555555556,9,exact_parallel,0.0073
374,4,4,True,2,2,3,2,0.6666666666666666,9,exact_parallel,0.0074
375,4,3,True,2,2,3,2,0.625,8,exact_parallel,0.0074
376,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0081
377,4,6,True,3,3,4,1,0.6,10,exact_parallel,0.0072
378,4,6,True,3,3,4,1,0.6,10,exact_parallel,0.0073
379,4,4,True,2,2,3,1,0.5,8,exact_parallel,0.0071
380,4,5,True,2,2,3,1,0.5555555555555556,9,exact_parallel,0.0074
381,4,5,True,2,2,3,1,0.5555555555555556,9,exact_parallel,0.0067
382,4,4,True,2,2,3,1,0.5,8,exact_parallel,0.0081
383,4,4,True,2,2,3,2,0.6666666666666666,9,exact_parallel,0.0067
384,4,3,True,2,2,3,2,0.7777777777777778,9,exact_parallel,0.0068
385,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0062
386,4,4,True,3,3,4,2,0.8,10,exact_parallel,0.0065
387,4,4,True,2,2,3,1,0.5,8,exact_parallel,0.0063
388,4,6,True,3,3,4,1,0.6,10,exact_parallel,0.0068
389,4,4,True,2,2,3,1,0.5,8,exact_parallel,0.0069
390,4,6,True,3,3,4,1,0.6,10,exact_parallel,0.0068
391,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0115
392,4,3,True,2,2,3,2,0.7777777777777778,9,exact_parallel,0.0123
393,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0091
394,4,3,True,2,2,3,2,0.7777777777777778,9,exact_parallel,0.0118
395,4,4,True,2,2,3,1,0.5,8,exact_parallel,0.011
396,4,4,True,3,3,4,2,0.8,10,exact_parallel,0.0074
397,4,5,True,2,2,3,1,0.5555555555555556,9,exact_parallel,0.0067
398,4,4,True,2,2,3,2,0.6666666666666666,9,exact_parallel,0.0068
399,4,3,True,2,2,3,2,0.625,8,exact_parallel,0.0068
400,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0076
401,4,3,True,2,2,3,2,0.625,8,exact_parallel,0.0075
402,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0084
403,4,3,True,2,2,3,2,0.625,8,exact_parallel,0.008
404,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0077
405,4,3,True,2,2,3,2,0.625,8,exact_parallel,0.0082
406,4,4,True,2,2,3,2,0.6666666666666666,9,exact_parallel,0.0084
407,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0076
408,4,3,True,2,2,3,2,0.625,8,exact_parallel,0.0077
409,4,5,True,2,2,3,1,0.5555555555555556,9,exact_parallel,0.0073
410,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0066
411,4,3,True,2,2,3,2,0.7777777777777778,9,exact_parallel,0.0087
412,4,3,True,2,2,3,2,0.625,8,exact_parallel,0.0073
413,4,3,True,2,2,3,2,0.625,8,exact_parallel,0.008
414,4,3,True,2,2,3,2,0.7777777777777778,9,exact_parallel,0.0091
415,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.008
416,4,4,True,2,2,3,1,0.5,8,exact_parallel,0.0077
417,4,5,True,2,2,3,1,0.5555555555555556,9,exact_parallel,0.0074
418,4,6,True,3,3,4,1,0.6,10,exact_parallel,0.0076
419,4,3,True,2,2,3,2,0.625,8,exact_parallel,0.0083
420,4,5,True,2,2,3,1,0.5555555555555556,9,exact_parallel,0.0101
421,4,4,True,2,2,3,1,0.5,8,exact_parallel,0.0115
422,4,4,True,3,3,4,2,0.8,10,exact_parallel,0.01
423,4,3,True,2,2,3,2,0.625,8,exact_parallel,0.0098
424,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0086
425,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0077
426,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0072
427,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0067
428,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0071
429,4,3,True,2,2,3,2,0.625,8,exact_parallel,0.0067
430,4,6,True,3,3,4,1,0.6,10,exact_parallel,0.0063
431,4,3,True,2,2,3,2,0.7777777777777778,9,exact_parallel,0.0063
432,4,4,True,2,2,3,1,0.5,8,exact_parallel,0.0062
433,4,3,True,2,2,3,2,0.625,8,exact_parallel,0.0067
434,4,3,True,2,2,3,2,0.7777777777777778,9,exact_parallel,0.0069
435,4,6,True,3,3,4,1,0.6,10,exact_parallel,0.0067
436,4,4,True,2,2,3,2,0.6666666666666666,9,exact_parallel,0.0068
437,4,4,True,2,2,3,1,0.5,8,exact_parallel,0.0077
438,4,5,True,3,3,4,2,0.7,10,exact_parallel,0.007
439,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0071
440,4,5,True,2,2,3,1,0.5555555555555556,9,exact_parallel,0.0085
441,4,6,True,3,3,4,1,0.6,10,exact_parallel,0.0067
442,4,4,True,2,2,3,1,0.5,8,exact_parallel,0.009
443,4,3,True,2,2,3,2,0.625,8,exact_parallel,0.0077
444,4,6,True,3,3,4,1,0.6,10,exact_parallel,0.0068
445,4,3,True,2,2,3,2,0.625,8,exact_parallel,0.0059
446,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0064
447,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0063
448,4,3,True,2,2,3,2,0.625,8,exact_parallel,0.0072
449,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0072
450,4,5,True,3,3,4,2,0.7,10,exact_parallel,0.0071
451,4,3,True,2,2,3,2,0.625,8,exact_parallel,0.009
452,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0078
453,4,3,True,3,3,4,3,1.0,10,exact_parallel,0.0111
454,4,3,True,2,2,3,2,0.7777777777777778,9,exact_parallel,0.0216
455,4,3,True,2,2,3,2,0.625,8,exact_parallel,0.0189
456,4,6,True,3,3,4,1,0.6,10,exact_parallel,0.0077
457,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0079
458,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0073
459,4,5,True,2,2,3,1,0.5555555555555556,9,exact_parallel,0.0075
460,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0078
461,4,3,True,2,2,3,2,0.7777777777777778,9,exact_parallel,0.0109
462,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0101
463,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0088
464,4,3,True,2,2,3,2,0.7777777777777778,9,exact_parallel,0.0092
465,4,6,True,3,3,4,1,0.6,10,exact_parallel,0.0105
466,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0087
467,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0126
468,4,3,True,2,2,3,2,0.7777777777777778,9,exact_parallel,0.0086
469,4,4,True,3,3,4,2,0.8,10,exact_parallel,0.0062
470,4,6,True,3,3,4,1,0.6,10,exact_parallel,0.0085
471,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0063
472,4,5,True,2,2,3,1,0.5555555555555556,9,exact_parallel,0.0059
473,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0063
474,4,4,True,2,2,3,2,0.6666666666666666,9,exact_parallel,0.0095
475,4,4,True,2,2,3,1,0.5,8,exact_parallel,0.0073
476,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0072
477,4,6,True,3,3,4,1,0.6,10,exact_parallel,0.0071
478,4,6,True,3,3,4,1,0.6,10,exact_parallel,0.007
479,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0076
480,4,4,True,2,2,3,1,0.5,8,exact_parallel,0.0088
481,4,3,True,2,2,3,2,0.625,8,exact_parallel,0.0106
482,4,4,True,2,2,3,2,0.6666666666666666,9,exact_parallel,0.0109
483,4,4,True,3,3,4,2,0.8,10,exact_parallel,0.0118
484,4,3,True,2,2,3,2,0.625,8,exact_parallel,0.0102
485,4,4,True,2,2,3,1,0.5,8,exact_parallel,0.0085
486,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0096
487,4,5,True,2,2,3,1,0.5555555555555556,9,exact_parallel,0.0071
488,4,4,True,2,2,3,1,0.5,8,exact_parallel,0.0069
489,4,5,True,3,3,4,2,0.7,10,exact_parallel,0.0065
490,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0065
491,4,4,True,2,2,3,1,0.5,8,exact_parallel,0.0085
492,4,3,True,2,2,3,2,0.625,8,exact_parallel,0.012
493,4,4,True,2,2,3,1,0.5,8,exact_parallel,0.0104
494,4,4,True,2,2,3,1,0.5,8,exact_parallel,0.008
495,4,5,True,3,3,4,2,0.7,10,exact_parallel,0.008
496,4,4,True,2,2,3,1,0.5,8,exact_parallel,0.0125
497,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0087
498,4,3,True,2,2,3,2,0.625,8,exact_parallel,0.012
499,4,3,True,2,2,3,2,0.625,8,exact_parallel,0.0114
500,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0074
501,4,3,True,2,2,3,2,0.625,8,exact_parallel,0.007
502,4,4,True,2,2,3,1,0.5,8,exact_parallel,0.0066
503,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0071
504,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.007
505,4,3,True,2,2,3,2,0.625,8,exact_parallel,0.0065
506,4,4,True,3,3,4,2,0.8,10,exact_parallel,0.0072
507,4,3,True,2,2,3,2,0.625,8,exact_parallel,0.0072
508,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0076
509,4,5,True,2,2,3,1,0.5555555555555556,9,exact_parallel,0.0076
510,4,3,True,2,2,3,2,0.625,8,exact_parallel,0.012
511,4,6,True,3,3,4,1,0.6,10,exact_parallel,0.0122
512,4,3,True,2,2,3,2,0.625,8,exact_parallel,0.0102
513,4,3,True,2,2,3,2,0.625,8,exact_parallel,0.0097
514,4,4,True,2,2,3,1,0.5,8,exact_parallel,0.0089
515,4,3,True,2,2,3,2,0.625,8,exact_parallel,0.0096
516,4,4,True,2,2,3,1,0.5,8,exact_parallel,0.0072
517,4,4,True,2,2,3,1,0.5,8,exact_parallel,0.0096
518,4,4,True,2,2,3,2,0.6666666666666666,9,exact_parallel,0.0103
519,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.007
520,4,5,True,3,3,4,2,0.7,10,exact_parallel,0.0073
521,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.008
522,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0069
523,4,3,True,2,2,3,2,0.7777777777777778,9,exact_parallel,0.0071
524,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0075
525,4,5,True,2,2,3,1,0.5555555555555556,9,exact_parallel,0.0071
526,4,5,True,2,2,3,1,0.5555555555555556,9,exact_parallel,0.0114
527,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.007
528,4,4,True,2,2,3,1,0.5,8,exact_parallel,0.0068
529,4,3,True,2,2,3,2,0.625,8,exact_parallel,0.0064
530,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0062
531,4,6,True,3,3,4,1,0.6,10,exact_parallel,0.006
532,4,3,True,1,1,2,1,0.42857142857142855,7,exact_parallel,0.0064
533,4,6,True,3,3,4,1,0.6,10,exact_parallel,0.006
534,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0053
535,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0049
536,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0055
537,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0051
538,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0067
539,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0061
540,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.009
541,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0138
542,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0095
543,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0072
544,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0071
545,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0061
546,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0059
547,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.006
548,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0059
549,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0059
550,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0057
551,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0055
552,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0055
553,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0059
554,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0059
555,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0057
556,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0065
557,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0054
558,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0055
559,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0059
560,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0054
561,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.005
562,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0052
563,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0056
564,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0056
565,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0053
566,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0053
567,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0077
568,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0057
569,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0052
570,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0049
571,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0048
572,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0054
573,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0056
574,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0117
575,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0193
576,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0142
577,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0063
578,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0059
579,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0053
580,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0052
581,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0052
582,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0055
583,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0058
584,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0058
585,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0052
586,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0055
587,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0052
588,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0056
589,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0051
590,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0051
591,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0051
592,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0057
593,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0054
594,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0055
595,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0055
596,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0061
597,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0058
598,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0054
599,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0055
600,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0057
601,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.005
602,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0054
603,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0051
604,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0056
605,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0058
606,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0085
607,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0097
608,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0133
609,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0099
610,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0077
611,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0075
612,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0058
613,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0059
614,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0058
615,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0059
616,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0059
617,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0056
618,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0056
619,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0053
620,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0055
621,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0058
622,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0058
623,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0057
624,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0065
625,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0055
626,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0061
627,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0054
628,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.006
629,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0052
630,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0053
631,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0051
632,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.006
633,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0061
634,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0065
635,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0056
636,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0058
637,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.005
638,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0067
639,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0051
640,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0054
641,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0089
642,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0092
643,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0071
644,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0068
645,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0071
646,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0074
647,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0064
648,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0066
649,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0062
650,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0061
651,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0059
652,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.006
653,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0056
654,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0055
655,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0053
656,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0054
657,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0055
658,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0054
659,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0053
660,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0056
661,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0054
662,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0056
663,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0055
664,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0058
665,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0063
666,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.006
667,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0056
668,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0059
669,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0061
670,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.006
671,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0059
672,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0063
673,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0061
674,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0085
675,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0089
676,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0086
677,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0075
678,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0083
679,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0067
680,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0066
681,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0074
682,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.006
683,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.006
684,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0058
685,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0058
686,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0059
687,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0058
688,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.005
689,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0049
690,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0053
691,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0052
692,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.006
693,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0055
694,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0056
695,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0052
696,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0054
697,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.007
698,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0056
699,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0053
700,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0057
701,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0054
702,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0057
703,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0056
704,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0053
705,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0052
706,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0055
707,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0058
708,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0058
709,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0094
710,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0087
711,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0141
712,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0122
713,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0079
714,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0063
715,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.006
716,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0069
717,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0087
718,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0058
719,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0058
720,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0057
721,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0055
722,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0058
723,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0065
724,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0064
725,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0067
726,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.006
727,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0061
728,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.007
729,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0073
730,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0065
731,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0063
732,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0074
733,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0074
734,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0064
735,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0059
736,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0061
737,3,2,True,2,2,3,2,0.6666666666666666,6,exact_parallel,0.0069
738,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0061
739,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0096
740,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.01
741,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0105
742,3,3,True,2,2,3,1,0.5,6,exact_parallel,0.0074
743,3,2,True,1,1,2,1,0.4,5,exact_parallel,0.0084
