component_index,nodes,edges,is_dag,longest_simple_path_if_dag,condensation_longest_path_hops,condensation_longest_path_nodes,directed_diameter,avg_shortest_path_est,pairs_considered,method,comp_time_sec
9791,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
9792,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
9793,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
9794,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
9795,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0118
9796,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
9797,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0121
9798,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0121
9799,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0119
9800,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
9801,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
9802,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
9803,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
9804,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
9805,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
9806,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0119
9807,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
9808,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0118
9809,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0135
9810,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0136
9811,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0134
9812,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
9813,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
9814,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0118
9815,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
9816,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
9817,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
9818,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
9819,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
9820,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
9821,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
9822,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
9823,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
9824,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
9825,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0124
9826,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
9827,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0129
9828,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
9829,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
9830,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
9831,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
9832,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
9833,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
9834,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
9835,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
9836,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
9837,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0123
9838,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0121
9839,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
9840,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0119
9841,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0118
9842,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0118
9843,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
9844,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
9845,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
9846,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
9847,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
9848,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
9849,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0118
9850,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0119
9851,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
9852,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
9853,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0118
9854,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
9855,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
9856,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0118
9857,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
9858,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
9859,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
9860,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.012
9861,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
9862,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
9863,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0135
9864,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.014
9865,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0118
9866,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
9867,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
9868,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
9869,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
9870,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
9871,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
9872,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
9873,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
9874,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
9875,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
9876,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
9877,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
9878,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0119
9879,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.012
9880,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
9881,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
9882,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
9883,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
9884,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
9885,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
9886,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
9887,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
9888,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0118
9889,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.012
9890,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0125
9891,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
9892,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
9893,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
9894,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
9895,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
9896,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
9897,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
9898,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
9899,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0118
9900,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0123
9901,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
9902,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
9903,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
9904,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
9905,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
9906,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
9907,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
9908,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
9909,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0119
9910,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
9911,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0125
9912,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
9913,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
9914,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
9915,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
9916,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0124
9917,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0122
9918,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0123
9919,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0131
9920,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0134
9921,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0119
9922,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0126
9923,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
9924,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
9925,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
9926,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
9927,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
9928,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
9929,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
9930,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0118
9931,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0119
9932,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
9933,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0119
9934,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
9935,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
9936,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
9937,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
9938,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
9939,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
9940,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
9941,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
9942,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.013
9943,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0119
9944,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0118
9945,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
9946,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0119
9947,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
9948,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
9949,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
9950,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
9951,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
9952,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
9953,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0123
9954,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
9955,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
9956,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
9957,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
9958,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
9959,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
9960,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
9961,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
9962,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
9963,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
9964,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0119
9965,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
9966,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0118
9967,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0118
9968,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
9969,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
9970,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
9971,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
9972,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0118
9973,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0119
9974,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
9975,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0118
9976,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
9977,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
9978,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
9979,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
9980,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
9981,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0118
9982,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
9983,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0118
9984,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
9985,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
9986,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0131
9987,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0118
9988,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
9989,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
9990,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
9991,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
9992,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
9993,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
9994,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
9995,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
9996,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
9997,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0121
9998,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
9999,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
10000,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
10001,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
10002,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
10003,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
10004,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
10005,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
10006,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0122
10007,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0126
10008,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0121
10009,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.012
10010,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0122
10011,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
10012,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
10013,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
10014,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
10015,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
10016,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
10017,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0118
10018,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0122
10019,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0136
10020,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0133
10021,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.013
10022,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0118
10023,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
10024,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
10025,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
10026,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
10027,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.012
10028,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0118
10029,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
10030,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
10031,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
10032,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0122
10033,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
10034,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
10035,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0119
10036,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.012
10037,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
10038,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0132
10039,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
10040,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
10041,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
10042,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
10043,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.012
10044,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
10045,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
10046,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
10047,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0118
10048,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
10049,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0121
10050,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
10051,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
10052,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
10053,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
10054,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
10055,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
10056,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
10057,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
10058,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
10059,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
10060,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0119
10061,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
10062,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
10063,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
10064,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
10065,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
10066,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
10067,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
10068,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
10069,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0119
10070,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0122
10071,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.013
10072,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0125
10073,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0122
10074,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0122
10075,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
10076,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.012
10077,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
10078,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
10079,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0123
10080,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.012
10081,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
10082,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
10083,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0118
10084,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
10085,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
10086,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
10087,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0118
10088,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0119
10089,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0118
10090,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0123
10091,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
10092,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
10093,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
10094,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
10095,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
10096,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
10097,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
10098,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0118
10099,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
10100,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
10101,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0118
10102,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
10103,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
10104,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
10105,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
10106,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
10107,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0119
10108,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
10109,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
10110,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0126
10111,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
10112,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0121
10113,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
10114,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0125
10115,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
10116,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
10117,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
10118,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
10119,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
10120,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
10121,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0118
10122,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0119
10123,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.014
10124,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0138
10125,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0138
10126,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0121
10127,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
10128,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
10129,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
10130,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0134
10131,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0134
10132,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
10133,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0118
10134,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
10135,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
10136,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
10137,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
10138,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
10139,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
10140,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0121
10141,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.012
10142,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0119
10143,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
10144,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
10145,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
10146,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0118
10147,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
10148,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
10149,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0118
10150,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
10151,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.013
10152,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.012
10153,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
10154,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
10155,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
10156,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0118
10157,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
10158,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
10159,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
10160,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0121
10161,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0137
10162,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0121
10163,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
10164,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0123
10165,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0119
10166,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
10167,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
10168,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
10169,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
10170,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0118
10171,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0147
10172,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0126
10173,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0137
10174,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0125
10175,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
10176,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
10177,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
10178,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
10179,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
10180,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0122
10181,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
10182,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
10183,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
10184,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
10185,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
10186,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0119
10187,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
