component_index,nodes,edges,is_dag,longest_simple_path_if_dag,condensation_longest_path_hops,condensation_longest_path_nodes,directed_diameter,avg_shortest_path_est,pairs_considered,method,comp_time_sec
2077,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0112
2078,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0114
2079,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0114
2080,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0113
2081,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0115
2082,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0112
2083,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0113
2084,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0117
2085,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0113
2086,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0113
2087,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0112
2088,2,2,False,,0,2,1,0.5,4,exact_parallel,0.0113
2089,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0112
2090,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0113
2091,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0124
2092,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0117
2093,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0122
2094,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0112
2095,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0114
2096,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0114
2097,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0114
2098,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0115
2099,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0112
2100,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0114
2101,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0114
2102,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0115
2103,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0114
2104,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0113
2105,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0114
2106,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0114
2107,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0116
2108,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0112
2109,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0116
2110,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0112
2111,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0115
2112,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0114
2113,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0114
2114,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0113
2115,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0113
2116,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0113
2117,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0113
2118,2,1,True,1,1,2,1,0.3333333333333333,3,exact_parallel,0.0111
2119,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2120,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2121,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2122,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
2123,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0119
2124,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0118
2125,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
2126,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2127,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2128,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2129,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2130,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2131,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2132,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
2133,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2134,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2135,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2136,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2137,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2138,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0118
2139,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2140,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2141,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2142,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2143,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2144,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2145,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2146,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2147,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2148,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2149,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2150,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2151,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2152,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2153,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0123
2154,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
2155,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2156,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0124
2157,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
2158,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2159,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2160,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2161,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
2162,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2163,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2164,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2165,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
2166,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
2167,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2168,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2169,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2170,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2171,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2172,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
2173,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2174,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2175,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
2176,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
2177,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2178,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
2179,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2180,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2181,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2182,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2183,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2184,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
2185,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2186,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2187,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2188,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2189,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2190,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2191,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2192,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2193,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2194,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2195,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2196,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2197,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2198,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.012
2199,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
2200,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2201,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2202,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2203,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2204,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2205,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2206,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2207,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2208,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2209,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
2210,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2211,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2212,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2213,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2214,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
2215,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2216,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2217,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2218,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2219,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
2220,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2221,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2222,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2223,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2224,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2225,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2226,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2227,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2228,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2229,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2230,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2231,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2232,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2233,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2234,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2235,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2236,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2237,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.011
2238,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2239,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2240,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2241,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2242,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
2243,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2244,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0122
2245,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2246,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.011
2247,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2248,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2249,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2250,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2251,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2252,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2253,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2254,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2255,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2256,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2257,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2258,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2259,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2260,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0121
2261,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
2262,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
2263,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2264,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
2265,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2266,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2267,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2268,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2269,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2270,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2271,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2272,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2273,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2274,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2275,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
2276,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2277,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2278,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2279,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2280,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2281,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2282,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2283,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2284,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2285,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2286,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
2287,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2288,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2289,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2290,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2291,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
2292,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2293,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2294,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2295,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2296,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
2297,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
2298,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2299,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2300,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2301,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2302,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2303,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2304,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2305,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2306,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
2307,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2308,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0119
2309,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2310,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2311,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2312,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2313,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2314,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2315,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2316,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2317,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2318,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2319,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2320,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2321,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2322,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2323,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2324,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2325,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
2326,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2327,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2328,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2329,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2330,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
2331,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2332,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2333,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2334,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2335,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2336,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
2337,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2338,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2339,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2340,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2341,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
2342,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2343,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2344,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2345,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2346,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2347,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2348,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2349,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2350,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.011
2351,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2352,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0122
2353,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0118
2354,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2355,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2356,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2357,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2358,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2359,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2360,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2361,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2362,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2363,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2364,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2365,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2366,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2367,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2368,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2369,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2370,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2371,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2372,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2373,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2374,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2375,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2376,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2377,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2378,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.011
2379,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2380,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2381,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2382,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2383,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2384,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2385,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2386,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2387,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2388,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2389,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2390,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2391,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2392,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.011
2393,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.011
2394,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2395,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2396,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
2397,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.011
2398,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2399,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2400,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2401,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2402,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2403,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2404,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2405,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2406,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2407,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2408,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2409,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2410,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2411,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0116
2412,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2413,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2414,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2415,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2416,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2417,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2418,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0117
2419,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2420,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2421,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2422,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2423,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2424,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2425,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2426,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2427,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2428,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2429,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0118
2430,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2431,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2432,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2433,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2434,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2435,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2436,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2437,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2438,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2439,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2440,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2441,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
2442,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2443,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2444,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2445,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2446,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2447,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2448,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2449,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2450,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2451,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2452,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2453,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2454,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2455,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2456,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
2457,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
2458,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0122
2459,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
2460,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0113
2461,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0112
2462,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0115
2463,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0111
2464,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0109
2465,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0109
2466,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0109
2467,1,0,True,0,0,1,0,0.0,1,exact_parallel,0.0114
